CapInScen,MidLLapse,WindAloft,LowLLapse,ScenRelAMCIN,CombMoisture,MeanRH,SynForcng,AMInstabMt,ScenRelAMIns,MorningCIN,SubjVertMo,QGVertMotion,OutflowFrMt,CombClouds,SatContMoist,AreaMoDryAir,AMInsWliScen,IRCloudCover,CldShadeConv,LIfr12ZDENSd,ScnRelPlFcst,CurPropConv,N0_7muVerMo,TempDis,Scenario,MvmtFeatures,InsChange,LLIW,Boundaries,LoLevMoistAd,AreaMeso_ALS,WndHodograph,LatestCIN,MountainFcst,Date,RHRatio,VISCloudCov,ScenRel3_4,N34StarFcst,CapChange,WindFieldMt,InsInMt,InsSclInScen,CompPlFcst,CldShadeOth,RaoContMoist,MorningBound,R5Fcst,Dewpoints,CombVerMo,AMDewptCalPl,SfcWndShfDis,AMCINInScen,WindFieldPln,PlainsFcst
Average,ModerateOrLe,NWQuad,Stable,CThruK,Wet,Average,SigNegative,Weak,H,PartInhibit,Down,StrongUp,Strong,Clear,Neutral,Wet,LessUnstable,Cloudy,Marked,N1GtLIGt_4,H,Slight,WeakUp,Moving,H,MarkedUpper,Decreasing,Moderate,Weak,Negative,WeakUp,StrongWest,Stifling,XNIL,Jul16_Aug10,DryMMoistL,Clear,HI,XNIL,Decreasing,LVorOther,Strong,LessUnstable,DecCapIncIns,Clear,Neutral,Weak,XNIL,LowMtsHighPl,WeakUp,Stability,MovingFtorOt,Average,E_NE,XNIL
MoreThanAve,ModerateOrLe,AllElse,ModerateOrLe,CThruK,Dry,Average,SigPositive,Strong,K,Stifling,StronUp,Neutral,Weak,Cloudy,Neutral,Dry,MoreUnstable,Cloudy,Some,N5GtLIGt_8,K,Moderate,Down,,K,StrongFront,Increasing,Moderate,,WeakPos,Down,Other,,SIG,May15_Jun14,MoistMDryL,Cloudy,ACEFK,XNIL,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,PC,Dry,,SIG,LowAtStation,Down,Stability,,LessThanAve,SEQuad,XNIL
LessThanAve,Steep,SWQuad,ModerateOrLe,AB,VeryWet,Average,SigPositive,Weak,ABI,PartInhibit,Neutral,StrongUp,Weak,PC,VeryWet,VeryWet,Average,PC,Some,N1GtLIGt_4,B,Slight,StrongUp,Moving,B,OtherRapid,Increasing,Moderate,Weak,StrongPos,WeakUp,DCVZFavor,Stifling,SIG,May15_Jun14,Other,PC,B,SVR,LittleChange,LVorOther,Weak,MoreUnstable,LittleChange,PC,Wet,,SVR,LowSHighN,WeakUp,Stability,DenvCyclone,LessThanAve,DenvCyclone,SVR
LessThanAve,CloseToDryAd,LV,Steep,CThruK,Wet,Average,LittleChange,Strong,CDEJ,PartInhibit,StronUp,Neutral,Strong,Cloudy,Neutral,VeryWet,MoreUnstable,Clear,Marked,N5GtLIGt_8,J,,StrongUp,,J,NoMajor,Decreasing,Moderate,Strong,Negative,StrongUp,StrongWest,Stifling,SVR,Aug20_Sep15,DryMMoistL,Cloudy,GJ,XNIL,Increasing,LVorOther,Strong,LessUnstable,IncCapDecIns,Cloudy,Wet,,SVR,LowAtStation,StrongUp,Stability,DryLine,LessThanAve,SEQuad,XNIL
Average,ModerateOrLe,SWQuad,CloseToDryAd,CThruK,Neutral,Average,LittleChange,Weak,CDEJ,Stifling,Neutral,StrongUp,Weak,PC,Neutral,Neutral,LessUnstable,PC,Some,LIGt0,E,Slight,Neutral,Other,E,NoMajor,LittleChange,Weak,Strong,Neutral,WeakUp,StrongWest,Stifling,SVR,Jun15_Jul1,MoistMDryL,PC,ACEFK,XNIL,Decreasing,LVorOther,Strong,LessUnstable,DecCapIncIns,PC,Dry,Weak,SVR,LowEvrywhere,WeakUp,Neutral,,MoreThanAve,LV,XNIL
MoreThanAve,Steep,NWQuad,ModerateOrLe,CThruK,Dry,VeryMoist,SigNegative,,CDEJ,TotalInhibit,Neutral,WeakUp,Strong,Clear,Neutral,Neutral,MoreUnstable,PC,Some,N1GtLIGt_4,D,,WeakUp,Other,D,MarkedUpper,Decreasing,Strong,Weak,Negative,WeakUp,StrongWest,Stifling,SIG,Jul2_Jul15,MoistMDryL,Clear,D,XNIL,Increasing,Westerly,Weak,Average,IncCapDecIns,Clear,Dry,,SIG,LowEvrywhere,WeakUp,Stability,,MoreThanAve,WidespdDnsl,XNIL
MoreThanAve,Steep,LV,CloseToDryAd,CThruK,VeryWet,Average,LittleChange,Strong,CDEJ,PartInhibit,Down,Down,Weak,PC,VeryWet,VeryWet,MoreUnstable,Cloudy,Marked,N5GtLIGt_8,J,Moderate,StrongUp,Other,J,NoMajor,Decreasing,Strong,Weak,Negative,StrongUp,DCVZFavor,PartInhibit,SIG,Jul2_Jul15,DryMMoistL,PC,GJ,XNIL,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,Cloudy,VeryWet,,SIG,LowMtsHighPl,StrongUp,Instability,DryLine,Average,LV,XNIL
MoreThanAve,Steep,NWQuad,CloseToDryAd,CThruK,Dry,Average,NegToPos,Strong,CDEJ,Stifling,Neutral,Neutral,Weak,PC,Wet,Dry,LessUnstable,PC,Marked,LIGt0,D,,Neutral,,D,StrongFront,LittleChange,Unfavorable,Weak,Neutral,Neutral,DCVZFavor,,SVR,Jul16_Aug10,DryMMoistL,PC,D,SIG,LittleChange,Westerly,Strong,LessUnstable,LittleChange,PC,Dry,,SVR,LowSHighN,Neutral,Stability,,MoreThanAve,WidespdDnsl,SIG
MoreThanAve,ModerateOrLe,NWQuad,Steep,CThruK,Wet,Dry,PosToNeg,Strong,K,TotalInhibit,StronUp,Neutral,Weak,Clear,Neutral,Wet,MoreUnstable,Clear,Marked,N5GtLIGt_8,K,Slight,WeakUp,,K,StrongFront,Increasing,Unfavorable,,StrongPos,Neutral,Other,,SIG,Aug20_Sep15,MoistMDryL,PC,ACEFK,SIG,Decreasing,Westerly,Strong,MoreUnstable,DecCapIncIns,Clear,VeryWet,Weak,SIG,LowAtStation,Neutral,Neutral,DenvCyclone,MoreThanAve,WidespdDnsl,SIG
LessThanAve,ModerateOrLe,SWQuad,Stable,AB,Wet,Dry,PosToNeg,Strong,ABI,PartInhibit,Neutral,Down,Strong,Clear,Wet,Wet,LessUnstable,Clear,Some,N5GtLIGt_8,B,Slight,WeakUp,Other,B,OtherRapid,LittleChange,Strong,Strong,WeakPos,Neutral,Westerly,,SIG,Aug11_Aug20,Other,Clear,B,XNIL,Decreasing,LVorOther,Strong,LessUnstable,DecCapIncIns,Clear,Wet,Weak,SIG,LowMtsHighPl,Neutral,Stability,MovingFtorOt,Average,E_NE,XNIL
MoreThanAve,Steep,NWQuad,Steep,CThruK,Wet,Average,SigNegative,,K,,Neutral,Neutral,,Clear,Wet,Neutral,Average,Clear,,N1GtLIGt_4,K,,Down,Moving,K,MarkedUpper,Increasing,Weak,,WeakPos,Neutral,StrongWest,Stifling,XNIL,Aug20_Sep15,DryMMoistL,Clear,ACEFK,SIG,Increasing,Westerly,,Average,IncCapDecIns,Clear,Neutral,,SIG,LowNHighS,Neutral,Stability,,LessThanAve,LongAnticyc,SIG
LessThanAve,Steep,AllElse,Steep,CThruK,Neutral,VeryMoist,LittleChange,Weak,F,Stifling,StronUp,Neutral,Weak,Clear,Dry,Wet,Average,Clear,Marked,LIGt0,F,,WeakUp,,F,NoMajor,Decreasing,Weak,Weak,Negative,StrongUp,DCVZFavor,Stifling,XNIL,Aug20_Sep15,Other,Clear,ACEFK,XNIL,Decreasing,LVorOther,Strong,Average,DecCapIncIns,PC,Neutral,,XNIL,HighEvrywher,StrongUp,Instability,,MoreThanAve,LV,XNIL
LessThanAve,ModerateOrLe,SWQuad,ModerateOrLe,CThruK,Wet,Average,LittleChange,Strong,CDEJ,PartInhibit,Neutral,WeakUp,Weak,Cloudy,Dry,Wet,LessUnstable,PC,Marked,N1GtLIGt_4,E,Moderate,Neutral,,E,OtherRapid,LittleChange,Strong,Strong,Negative,Neutral,DCVZFavor,Stifling,SIG,Jul16_Aug10,Other,PC,ACEFK,SIG,LittleChange,Westerly,Strong,Average,LittleChange,Cloudy,Wet,,SIG,LowEvrywhere,Neutral,Stability,,Average,WidespdDnsl,SIG
MoreThanAve,Steep,LV,Steep,CThruK,Neutral,Dry,LittleChange,Weak,CDEJ,PartInhibit,Down,Neutral,Strong,Cloudy,Neutral,Dry,MoreUnstable,PC,Some,N5GtLIGt_8,J,,Down,Other,J,NoMajor,Increasing,Unfavorable,Strong,WeakPos,Down,Westerly,,SVR,Aug20_Sep15,MoistMDryL,PC,GJ,SVR,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,PC,VeryWet,,SVR,LowMtsHighPl,Down,Instability,DryLine,Average,LV,SVR
Average,Steep,AllElse,Steep,AB,Neutral,Dry,PosToNeg,Strong,ABI,Stifling,Neutral,Neutral,Weak,PC,Dry,Neutral,Average,Clear,Marked,N1GtLIGt_4,B,Strong,WeakUp,,B,NoMajor,LittleChange,Strong,Weak,Neutral,Neutral,StrongWest,,SVR,May15_Jun14,DryMMoistL,PC,B,SIG,Increasing,LVorOther,Strong,Average,IncCapDecIns,PC,Neutral,Weak,SVR,LowMtsHighPl,Neutral,Neutral,MovingFtorOt,Average,DenvCyclone,SIG
Average,ModerateOrLe,SWQuad,ModerateOrLe,CThruK,Wet,Average,NegToPos,Strong,CDEJ,PartInhibit,Neutral,StrongUp,Strong,Clear,Dry,VeryWet,MoreUnstable,Clear,Some,LILt_8,E,Moderate,Neutral,,E,NoMajor,Increasing,Moderate,Strong,StrongPos,StrongUp,Westerly,,SIG,May15_Jun14,MoistMDryL,Clear,ACEFK,XNIL,Increasing,Westerly,Strong,MoreUnstable,IncCapDecIns,Cloudy,Wet,Strong,SIG,LowAtStation,StrongUp,Stability,,LessThanAve,LongAnticyc,XNIL
MoreThanAve,CloseToDryAd,AllElse,ModerateOrLe,CThruK,Wet,VeryMoist,PosToNeg,Strong,CDEJ,PartInhibit,Neutral,StrongUp,,PC,Neutral,Wet,MoreUnstable,Clear,,LIGt0,D,Moderate,Neutral,QStationary,D,MarkedUpper,LittleChange,Moderate,Weak,Neutral,WeakUp,Other,PartInhibit,SVR,Jul16_Aug10,DryMMoistL,PC,D,XNIL,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,PC,Neutral,,SVR,HighEvrywher,WeakUp,Instability,DenvCyclone,Average,SEQuad,XNIL
LessThanAve,ModerateOrLe,AllElse,ModerateOrLe,CThruK,Wet,VeryMoist,LittleChange,Strong,F,Stifling,Down,Neutral,Weak,PC,Wet,Neutral,LessUnstable,PC,,LIGt0,F,,StrongUp,,F,NoMajor,Decreasing,Moderate,,Neutral,Neutral,Other,PartInhibit,SIG,Aug20_Sep15,Other,PC,ACEFK,XNIL,Decreasing,LVorOther,Strong,LessUnstable,DecCapIncIns,PC,Dry,,SIG,HighEvrywher,Neutral,Stability,,Average,SEQuad,XNIL
Average,CloseToDryAd,AllElse,CloseToDryAd,CThruK,Wet,Average,SigPositive,,K,PartInhibit,Neutral,WeakUp,,Cloudy,Neutral,Wet,MoreUnstable,PC,,N5GtLIGt_8,K,Moderate,WeakUp,Other,K,StrongFront,Increasing,Moderate,,Neutral,WeakUp,StrongWest,,XNIL,Aug20_Sep15,Other,PC,ACEFK,XNIL,Increasing,LVorOther,,MoreUnstable,IncCapDecIns,Cloudy,Neutral,,XNIL,LowAtStation,WeakUp,Instability,DenvCyclone,Average,LongAnticyc,XNIL
LessThanAve,ModerateOrLe,AllElse,ModerateOrLe,CThruK,Dry,VeryMoist,SigPositive,,H,PartInhibit,Down,StrongUp,,Cloudy,Neutral,Wet,MoreUnstable,Cloudy,,N1GtLIGt_4,H,,Down,,H,MarkedUpper,Increasing,Weak,Weak,WeakPos,StrongUp,DCVZFavor,TotalInhibit,XNIL,Aug20_Sep15,Other,PC,HI,XNIL,Decreasing,LVorOther,,MoreUnstable,DecCapIncIns,Cloudy,Dry,,XNIL,LowAtStation,StrongUp,Neutral,MovingFtorOt,Average,E_NE,XNIL
Average,ModerateOrLe,AllElse,Steep,AB,Neutral,Average,LittleChange,Weak,ABI,PartInhibit,Down,Neutral,Strong,Cloudy,VeryWet,Dry,LessUnstable,PC,Some,N1GtLIGt_4,B,Slight,Down,QStationary,B,NoMajor,Increasing,Weak,Weak,StrongPos,Down,Westerly,,SIG,May15_Jun14,DryMMoistL,Cloudy,B,XNIL,LittleChange,LVorOther,Strong,LessUnstable,LittleChange,PC,Dry,Weak,SIG,LowMtsHighPl,Down,Stability,DenvCyclone,Average,DenvCyclone,XNIL
Average,CloseToDryAd,NWQuad,CloseToDryAd,CThruK,Wet,Dry,SigNegative,Weak,CDEJ,Stifling,Down,Neutral,Weak,PC,Wet,Neutral,Average,PC,Some,N1GtLIGt_4,D,Slight,StrongUp,,D,MarkedUpper,Decreasing,Moderate,Weak,Negative,Down,StrongWest,Stifling,XNIL,Jul16_Aug10,Other,Clear,D,XNIL,Decreasing,LVorOther,Weak,LessUnstable,DecCapIncIns,PC,Neutral,Weak,XNIL,LowEvrywhere,Down,Instability,DryLine,MoreThanAve,WidespdDnsl,XNIL
Average,CloseToDryAd,SWQuad,CloseToDryAd,CThruK,Neutral,Dry,LittleChange,Weak,G,Stifling,Neutral,StrongUp,Weak,Clear,Dry,Wet,Average,PC,Marked,N5GtLIGt_8,G,Slight,StrongUp,,G,OtherRapid,Decreasing,Moderate,Weak,Negative,StrongUp,StrongWest,PartInhibit,SVR,Jun15_Jul1,Other,PC,GJ,XNIL,LittleChange,LVorOther,Strong,LessUnstable,LittleChange,PC,Neutral,,SVR,LowEvrywhere,StrongUp,Stability,,Average,LongAnticyc,XNIL
LessThanAve,CloseToDryAd,NWQuad,Stable,CThruK,Wet,VeryMoist,PosToNeg,,K,Stifling,WeakUp,Neutral,,PC,Wet,Neutral,MoreUnstable,Clear,,N5GtLIGt_8,K,Slight,Down,,K,StrongFront,Increasing,Moderate,,Neutral,Neutral,DCVZFavor,Stifling,XNIL,May15_Jun14,Other,PC,ACEFK,XNIL,LittleChange,LVorOther,,MoreUnstable,LittleChange,PC,Wet,,XNIL,Other,Neutral,Stability,MovingFtorOt,LessThanAve,LV,XNIL
Average,ModerateOrLe,LV,Steep,CThruK,Neutral,Dry,LittleChange,Weak,CDEJ,Stifling,Neutral,StrongUp,Weak,Clear,Neutral,Wet,LessUnstable,Clear,Some,N1GtLIGt_4,J,,Neutral,,J,NoMajor,LittleChange,Moderate,Strong,WeakPos,WeakUp,DCVZFavor,Stifling,XNIL,Jun15_Jul1,DryMMoistL,Clear,GJ,XNIL,LittleChange,LVorOther,Weak,LessUnstable,LittleChange,Clear,Neutral,Weak,XNIL,LowAtStation,WeakUp,Neutral,DryLine,Average,LV,XNIL
MoreThanAve,CloseToDryAd,SWQuad,CloseToDryAd,CThruK,Wet,Dry,PosToNeg,Strong,G,Stifling,Neutral,Neutral,Weak,PC,Neutral,VeryWet,LessUnstable,PC,,N1GtLIGt_4,G,Strong,Neutral,,G,MarkedUpper,Increasing,Strong,,StrongPos,Neutral,Other,PartInhibit,SIG,Aug20_Sep15,Other,PC,GJ,XNIL,Increasing,LVorOther,Strong,LessUnstable,IncCapDecIns,PC,Wet,Weak,SIG,LowEvrywhere,Neutral,Instability,,Average,LV,XNIL
LessThanAve,Steep,NWQuad,Steep,CThruK,Wet,Dry,SigNegative,,CDEJ,TotalInhibit,Neutral,Neutral,Weak,Clear,VeryWet,Wet,MoreUnstable,Clear,,N1GtLIGt_4,D,Moderate,Neutral,,D,OtherRapid,Increasing,Moderate,Weak,WeakPos,Neutral,DCVZFavor,PartInhibit,XNIL,Aug20_Sep15,Other,PC,D,XNIL,Decreasing,LVorOther,Weak,MoreUnstable,DecCapIncIns,PC,Neutral,,XNIL,LowSHighN,Neutral,Instability,,MoreThanAve,LongAnticyc,XNIL
MoreThanAve,ModerateOrLe,SWQuad,Steep,CThruK,Neutral,VeryMoist,NegToPos,,K,Stifling,Down,WeakUp,Weak,Clear,Dry,Dry,Average,PC,Marked,N1GtLIGt_4,K,Moderate,Down,QStationary,K,MarkedUpper,LittleChange,Moderate,Weak,Negative,Down,StrongWest,,SIG,May15_Jun14,DryMMoistL,PC,ACEFK,XNIL,Increasing,Westerly,Weak,LessUnstable,IncCapDecIns,Clear,VeryWet,Weak,SIG,LowNHighS,Down,Neutral,MovingFtorOt,MoreThanAve,SEQuad,XNIL
LessThanAve,ModerateOrLe,AllElse,CloseToDryAd,CThruK,Neutral,VeryMoist,SigPositive,,CDEJ,PartInhibit,Neutral,Down,,Cloudy,Wet,Neutral,LessUnstable,Clear,,N1GtLIGt_4,D,Moderate,StrongUp,,D,MarkedUpper,Decreasing,Moderate,Strong,Negative,Neutral,StrongWest,Stifling,XNIL,May15_Jun14,Other,Cloudy,D,SIG,LittleChange,Westerly,,LessUnstable,LittleChange,PC,Neutral,Strong,SIG,LowSHighN,Neutral,Stability,,LessThanAve,SEQuad,XNIL
LessThanAve,CloseToDryAd,SWQuad,Stable,AB,Wet,VeryMoist,SigNegative,Strong,ABI,PartInhibit,Neutral,Neutral,Strong,PC,Neutral,VeryWet,Average,PC,Marked,N5GtLIGt_8,A,Slight,WeakUp,Other,A,MarkedUpper,Increasing,Moderate,Strong,StrongPos,WeakUp,StrongWest,PartInhibit,SIG,Aug20_Sep15,Other,PC,ACEFK,SVR,LittleChange,Westerly,Strong,MoreUnstable,LittleChange,Clear,Dry,Weak,SVR,HighEvrywher,WeakUp,Stability,MovingFtorOt,LessThanAve,DenvCyclone,SVR
LessThanAve,ModerateOrLe,SWQuad,Steep,CThruK,Wet,Average,LittleChange,,CDEJ,PartInhibit,Neutral,Neutral,,PC,Wet,Wet,Average,PC,Some,N1GtLIGt_4,E,Strong,Neutral,,E,OtherRapid,Increasing,Strong,,Neutral,Neutral,DCVZFavor,,SIG,May15_Jun14,MoistMDryL,PC,ACEFK,XNIL,LittleChange,Westerly,Weak,MoreUnstable,LittleChange,PC,Dry,Weak,SIG,HighEvrywher,Neutral,Stability,DenvCyclone,Average,LV,XNIL
MoreThanAve,Steep,SWQuad,ModerateOrLe,CThruK,Dry,Average,SigPositive,Strong,CDEJ,PartInhibit,WeakUp,Neutral,Strong,Clear,Neutral,Neutral,MoreUnstable,Clear,Marked,N5GtLIGt_8,D,,StrongUp,Moving,D,StrongFront,LittleChange,Weak,Weak,Negative,StrongUp,StrongWest,Stifling,XNIL,Jul16_Aug10,MoistMDryL,Clear,D,XNIL,Increasing,Westerly,Strong,MoreUnstable,IncCapDecIns,PC,VeryWet,Weak,XNIL,LowMtsHighPl,StrongUp,Stability,DryLine,Average,LongAnticyc,XNIL
Average,ModerateOrLe,AllElse,Stable,CThruK,Dry,Average,SigPositive,Weak,K,PartInhibit,Neutral,Neutral,Weak,PC,Dry,Dry,Average,PC,Some,N1GtLIGt_4,K,,Neutral,QStationary,K,MarkedUpper,Increasing,Moderate,Weak,Negative,Neutral,Other,PartInhibit,SVR,Aug20_Sep15,Other,PC,ACEFK,SVR,LittleChange,Westerly,Strong,MoreUnstable,LittleChange,PC,Neutral,Weak,SVR,Other,Neutral,Stability,E_W_N,Average,SEQuad,SVR
MoreThanAve,Steep,NWQuad,CloseToDryAd,CThruK,Neutral,Dry,PosToNeg,,CDEJ,PartInhibit,StronUp,Neutral,,PC,Neutral,Wet,LessUnstable,Cloudy,,N1GtLIGt_4,D,Strong,StrongUp,QStationary,D,StrongFront,Increasing,Moderate,Weak,WeakPos,StrongUp,DCVZFavor,,XNIL,Jul16_Aug10,DryMMoistL,PC,D,SVR,Increasing,Westerly,,Average,IncCapDecIns,Cloudy,VeryWet,Weak,SVR,LowMtsHighPl,StrongUp,Neutral,Other,Average,DenvCyclone,SVR
LessThanAve,ModerateOrLe,LV,Steep,CThruK,Wet,VeryMoist,LittleChange,,F,Stifling,Down,WeakUp,,PC,Wet,VeryWet,MoreUnstable,Clear,,N5GtLIGt_8,F,,StrongUp,,F,NoMajor,Decreasing,Unfavorable,,Negative,WeakUp,Westerly,PartInhibit,XNIL,Aug11_Aug20,Other,Cloudy,ACEFK,XNIL,Decreasing,LVorOther,,LessUnstable,DecCapIncIns,PC,Wet,Strong,XNIL,HighEvrywher,WeakUp,Neutral,,Average,LV,XNIL
LessThanAve,Steep,AllElse,Stable,AB,Dry,Dry,PosToNeg,Strong,ABI,PartInhibit,Neutral,Neutral,Weak,PC,Dry,Dry,LessUnstable,Cloudy,Some,N1GtLIGt_4,A,,StrongUp,Moving,A,StrongFront,LittleChange,Weak,Weak,Neutral,Neutral,DCVZFavor,PartInhibit,SIG,May15_Jun14,DryMMoistL,Clear,ACEFK,XNIL,LittleChange,Westerly,Strong,Average,LittleChange,Clear,Dry,,SIG,HighEvrywher,Neutral,Stability,DenvCyclone,LessThanAve,SEQuad,XNIL
LessThanAve,ModerateOrLe,SWQuad,Steep,CThruK,Neutral,Average,NegToPos,Weak,ABI,PartInhibit,Neutral,Neutral,Strong,Clear,Neutral,Neutral,Average,PC,Marked,N1GtLIGt_4,I,Strong,StrongUp,QStationary,I,StrongFront,Decreasing,Strong,Strong,Negative,WeakUp,DCVZFavor,,SIG,May15_Jun14,MoistMDryL,Clear,HI,SVR,LittleChange,Westerly,Strong,LessUnstable,LittleChange,Clear,Neutral,,SVR,LowSHighN,WeakUp,Stability,E_W_S,LessThanAve,DenvCyclone,SVR
LessThanAve,CloseToDryAd,LV,ModerateOrLe,CThruK,Neutral,Average,PosToNeg,,CDEJ,PartInhibit,Neutral,Neutral,,Clear,Dry,Neutral,Average,Clear,,N1GtLIGt_4,J,Moderate,WeakUp,Other,J,StrongFront,Decreasing,Moderate,,Negative,Neutral,Other,PartInhibit,SIG,Jul16_Aug10,MoistMDryL,PC,GJ,XNIL,LittleChange,LVorOther,Strong,Average,LittleChange,Clear,VeryWet,Strong,SIG,LowEvrywhere,Neutral,Stability,Other,LessThanAve,SEQuad,XNIL
LessThanAve,Steep,SWQuad,CloseToDryAd,CThruK,Neutral,Average,LittleChange,Weak,CDEJ,,StronUp,StrongUp,Strong,PC,Dry,VeryWet,MoreUnstable,PC,Marked,LILt_8,E,Strong,StrongUp,Moving,E,NoMajor,LittleChange,Moderate,Strong,WeakPos,StrongUp,StrongWest,,SIG,Jul16_Aug10,DryMMoistL,PC,ACEFK,SIG,LittleChange,Westerly,Strong,MoreUnstable,LittleChange,Cloudy,Neutral,,SIG,LowSHighN,StrongUp,Neutral,E_W_S,LessThanAve,LV,SIG
MoreThanAve,Steep,AllElse,ModerateOrLe,CThruK,Dry,Dry,SigNegative,Weak,ABI,Stifling,WeakUp,Down,,Cloudy,Neutral,Dry,MoreUnstable,PC,,LIGt0,I,Strong,WeakUp,QStationary,I,StrongFront,Decreasing,Strong,Weak,Negative,Neutral,DCVZFavor,PartInhibit,SIG,Aug20_Sep15,DryMMoistL,Cloudy,HI,XNIL,LittleChange,LVorOther,Weak,MoreUnstable,LittleChange,Cloudy,Dry,Weak,SIG,LowSHighN,Neutral,Instability,E_W_S,MoreThanAve,DenvCyclone,SVR
LessThanAve,CloseToDryAd,NWQuad,ModerateOrLe,CThruK,Neutral,Dry,SigNegative,,CDEJ,,StronUp,Neutral,,PC,VeryWet,Neutral,MoreUnstable,Cloudy,,N5GtLIGt_8,D,,StrongUp,QStationary,D,MarkedUpper,LittleChange,Moderate,,Negative,Neutral,Westerly,Stifling,XNIL,May15_Jun14,DryMMoistL,PC,D,SIG,Increasing,Westerly,,MoreUnstable,IncCapDecIns,Cloudy,Dry,,SIG,LowAtStation,Neutral,Instability,DryLine,LessThanAve,WidespdDnsl,SIG
MoreThanAve,Steep,AllElse,Steep,CThruK,Wet,Average,NegToPos,Strong,CDEJ,Stifling,Neutral,Neutral,Strong,Clear,Dry,Neutral,LessUnstable,PC,Marked,N1GtLIGt_4,E,Slight,Down,Moving,E,NoMajor,Decreasing,Weak,Strong,Negative,Neutral,DCVZFavor,PartInhibit,SIG,Jul2_Jul15,MoistMDryL,Clear,ACEFK,XNIL,Increasing,LVorOther,Strong,LessUnstable,IncCapDecIns,Clear,VeryWet,Strong,SIG,LowEvrywhere,Neutral,Stability,,MoreThanAve,LV,XNIL
LessThanAve,Steep,LV,ModerateOrLe,CThruK,Dry,Dry,LittleChange,Weak,CDEJ,Stifling,StronUp,Neutral,Weak,PC,Dry,Dry,LessUnstable,PC,Some,N1GtLIGt_4,J,Slight,Neutral,QStationary,J,NoMajor,Decreasing,Unfavorable,Weak,Negative,WeakUp,DCVZFavor,,SIG,May15_Jun14,Other,PC,GJ,SIG,Decreasing,LVorOther,Strong,LessUnstable,DecCapIncIns,PC,Neutral,,SIG,LowAtStation,WeakUp,Neutral,DryLine,Average,LV,SIG
LessThanAve,ModerateOrLe,AllElse,ModerateOrLe,CThruK,Neutral,Average,SigPositive,,K,PartInhibit,Neutral,WeakUp,,PC,Neutral,Neutral,MoreUnstable,PC,,N1GtLIGt_4,K,Moderate,WeakUp,Moving,K,StrongFront,Decreasing,Moderate,Weak,Neutral,WeakUp,DCVZFavor,,SIG,Aug11_Aug20,MoistMDryL,PC,ACEFK,XNIL,LittleChange,Westerly,Weak,MoreUnstable,LittleChange,PC,Neutral,,SIG,LowNHighS,WeakUp,Stability,E_W_N,LessThanAve,SEQuad,XNIL
Average,Steep,SWQuad,ModerateOrLe,AB,Dry,Average,LittleChange,,ABI,PartInhibit,Neutral,Neutral,,Cloudy,VeryWet,Dry,MoreUnstable,Clear,,N5GtLIGt_8,B,Moderate,Down,,B,NoMajor,LittleChange,Strong,,Negative,Neutral,Westerly,PartInhibit,XNIL,Jul16_Aug10,Other,Cloudy,B,SVR,Increasing,Westerly,,MoreUnstable,IncCapDecIns,Cloudy,Dry,,SVR,LowMtsHighPl,Neutral,Stability,DenvCyclone,LessThanAve,DenvCyclone,SVR
Average,ModerateOrLe,AllElse,Steep,CThruK,Wet,VeryMoist,SigNegative,Strong,K,PartInhibit,Down,Down,Strong,Cloudy,Dry,Wet,Average,Cloudy,Marked,N1GtLIGt_4,K,Moderate,StrongUp,,K,StrongFront,LittleChange,Moderate,Strong,Negative,Down,DCVZFavor,PartInhibit,SVR,May15_Jun14,DryMMoistL,PC,ACEFK,SIG,LittleChange,LVorOther,Strong,Average,LittleChange,Cloudy,Neutral,Weak,SVR,LowEvrywhere,Down,Stability,Other,Average,SEQuad,SIG
LessThanAve,ModerateOrLe,SWQuad,Steep,AB,Neutral,Average,SigNegative,Strong,ABI,Stifling,Down,Down,Strong,PC,Neutral,Wet,LessUnstable,PC,Marked,N1GtLIGt_4,A,Strong,Neutral,Other,A,OtherRapid,LittleChange,Strong,Weak,StrongPos,Down,StrongWest,PartInhibit,SVR,May15_Jun14,DryMMoistL,Clear,ACEFK,XNIL,LittleChange,Westerly,Strong,LessUnstable,LittleChange,Clear,Neutral,,SVR,Other,Down,Stability,,LessThanAve,DenvCyclone,XNIL
MoreThanAve,Steep,SWQuad,Steep,CThruK,Wet,Dry,LittleChange,Weak,CDEJ,PartInhibit,Down,Neutral,Strong,Clear,Neutral,Wet,Average,Clear,Some,N5GtLIGt_8,E,Moderate,Down,,E,NoMajor,Decreasing,Moderate,Weak,Negative,Down,Westerly,,SVR,May15_Jun14,MoistMDryL,PC,ACEFK,XNIL,Increasing,LVorOther,Strong,Average,IncCapDecIns,Clear,Neutral,Weak,SVR,LowEvrywhere,Down,Instability,E_W_N,MoreThanAve,WidespdDnsl,XNIL
